PostId;PostHistoryId;LocalId;PostBlockTypeId;PossiblePredecessorsCount;PossibleSuccessorsCount;PossiblePredecessorLocalIds;PossibleSuccessorLocalIds
32683028;100061471;6;2;2;3;[3, 6];[3, 6, 9]
32683028;100061574;3;2;2;3;[3, 6];[3, 6, 9]
32683028;100061574;6;2;2;3;[3, 6];[3, 6, 9]
32683028;100061574;9;2;2;3;[3, 6];[3, 6, 9]
32683028;100061794;3;2;3;3;[3, 6, 9];[3, 6, 9]
32683028;100061794;6;2;3;3;[3, 6, 9];[3, 6, 9]
32683028;100061794;9;2;3;3;[3, 6, 9];[3, 6, 9]
32683028;100061888;3;2;3;0;[3, 6, 9];[]
32683028;100061888;6;2;3;0;[3, 6, 9];[]
32683028;100061888;9;2;3;0;[3, 6, 9];[]
34788140;108436936;4;1;1;2;[4];[4, 8]
34838198;108632824;9;1;0;2;[];[9, 13]
34838198;108633024;9;1;1;2;[9];[9, 13]
34838198;108633024;13;1;1;2;[9];[9, 13]
34838198;108634722;9;1;2;0;[9, 13];[]
34838198;108634722;13;1;2;0;[9, 13];[]
35579842;111556155;2;2;2;1;[2, 3];[2]
35768254;112311977;8;2;0;2;[];[8, 10]
35768254;112311977;10;2;0;2;[];[8, 10]
35768254;112319614;8;2;2;0;[8, 10];[]
35768254;112319614;10;2;2;0;[8, 10];[]
36000745;113226554;3;1;0;2;[];[3, 5]
36000745;113226554;5;1;0;2;[];[3, 5]
36000745;113227202;3;1;2;0;[3, 5];[]
36000745;113227202;5;1;2;0;[3, 5];[]
36215968;114077498;3;1;0;2;[];[3, 7]
36215968;114077498;7;1;0;2;[];[3, 7]
36215968;114081720;3;1;2;0;[3, 7];[]
36215968;114081720;7;1;2;0;[3, 7];[]
36530474;115341705;2;2;0;2;[];[2, 6]
36530474;115341705;6;2;0;2;[];[2, 6]
36530474;115342719;2;2;2;0;[2, 6];[]
36530474;115342719;6;2;2;0;[2, 6];[]
36977916;117097836;3;2;0;2;[];[3, 7]
37691020;119914248;3;2;0;2;[];[3, 6]
37691020;119914565;3;2;1;2;[3];[3, 6]
37691020;119914565;6;2;1;2;[3];[3, 6]
37691020;119949428;3;2;2;2;[3, 6];[3, 6]
37691020;119949428;6;2;2;2;[3, 6];[3, 6]
37691020;119952039;3;2;2;0;[3, 6];[]
37691020;119952039;6;2;2;0;[3, 6];[]
38742394;124092029;5;1;0;2;[];[3, 7]
39358894;126555441;4;2;0;2;[];[4, 6]
39358894;126555441;6;2;0;2;[];[4, 6]
39358894;126604951;4;2;2;0;[4, 6];[]
39358894;126604951;6;2;2;0;[4, 6];[]
40453430;130950126;2;2;0;2;[];[2, 5]
41766566;136459226;8;2;0;2;[];[8, 10]
41766566;136459226;10;2;0;2;[];[8, 10]
41766566;136459941;8;2;2;0;[8, 10];[]
41766566;136459941;10;2;2;0;[8, 10];[]
42424543;139137841;4;2;0;4;[];[4, 16, 30, 42]
42424543;139137841;8;2;0;2;[];[8, 34]
42424543;139137841;9;1;0;2;[];[9, 35]
42424543;139137841;10;2;0;4;[];[10, 22, 36, 48]
42424543;139137841;11;1;0;3;[];[11, 31, 37]
42424543;139137841;13;1;0;3;[];[13, 33, 39]
42424543;139137841;14;2;0;2;[];[14, 40]
42424543;139137841;15;1;0;2;[];[15, 41]
42424543;139137841;16;2;0;4;[];[4, 16, 30, 42]
42424543;139137841;17;1;0;4;[];[17, 23, 43, 49]
42424543;139137841;19;1;0;4;[];[19, 25, 45, 51]
42424543;139137841;20;2;0;2;[];[20, 46]
42424543;139137841;22;2;0;4;[];[10, 22, 36, 48]
42424543;139137841;23;1;0;4;[];[17, 23, 43, 49]
42424543;139137841;25;1;0;4;[];[19, 25, 45, 51]
42424543;139137841;26;2;0;2;[];[26, 52]
42424543;139137841;30;2;0;4;[];[4, 16, 30, 42]
42424543;139137841;31;1;0;3;[];[11, 31, 37]
42424543;139137841;32;2;0;2;[];[32, 44]
42424543;139137841;33;1;0;3;[];[13, 33, 39]
42424543;139137841;34;2;0;2;[];[8, 34]
42424543;139137841;35;1;0;2;[];[9, 35]
42424543;139137841;36;2;0;4;[];[10, 22, 36, 48]
42424543;139137841;37;1;0;3;[];[11, 31, 37]
42424543;139137841;38;2;0;2;[];[38, 50]
42424543;139137841;39;1;0;3;[];[13, 33, 39]
42424543;139137841;40;2;0;2;[];[14, 40]
42424543;139137841;41;1;0;2;[];[15, 41]
42424543;139137841;42;2;0;4;[];[4, 16, 30, 42]
42424543;139137841;43;1;0;4;[];[17, 23, 43, 49]
42424543;139137841;44;2;0;2;[];[32, 44]
42424543;139137841;45;1;0;4;[];[19, 25, 45, 51]
42424543;139137841;46;2;0;2;[];[20, 46]
42424543;139137841;48;2;0;4;[];[10, 22, 36, 48]
42424543;139137841;49;1;0;4;[];[17, 23, 43, 49]
42424543;139137841;50;2;0;2;[];[38, 50]
42424543;139137841;51;1;0;4;[];[19, 25, 45, 51]
42424543;139137841;52;2;0;2;[];[26, 52]
42424543;139138072;4;2;4;4;[4, 16, 30, 42];[4, 16, 30, 42]
42424543;139138072;8;2;2;2;[8, 34];[8, 34]
42424543;139138072;9;1;2;2;[9, 35];[9, 35]
42424543;139138072;10;2;4;4;[10, 22, 36, 48];[10, 22, 36, 48]
42424543;139138072;11;1;3;3;[11, 31, 37];[11, 31, 37]
42424543;139138072;13;1;3;3;[13, 33, 39];[13, 33, 39]
42424543;139138072;14;2;2;2;[14, 40];[14, 40]
42424543;139138072;15;1;2;2;[15, 41];[15, 41]
42424543;139138072;16;2;4;4;[4, 16, 30, 42];[4, 16, 30, 42]
42424543;139138072;17;1;4;4;[17, 23, 43, 49];[17, 23, 43, 49]
42424543;139138072;19;1;4;4;[19, 25, 45, 51];[19, 25, 45, 51]
42424543;139138072;20;2;2;2;[20, 46];[20, 46]
42424543;139138072;22;2;4;4;[10, 22, 36, 48];[10, 22, 36, 48]
42424543;139138072;23;1;4;4;[17, 23, 43, 49];[17, 23, 43, 49]
42424543;139138072;25;1;4;4;[19, 25, 45, 51];[19, 25, 45, 51]
42424543;139138072;26;2;2;2;[26, 52];[26, 52]
42424543;139138072;30;2;4;4;[4, 16, 30, 42];[4, 16, 30, 42]
42424543;139138072;31;1;3;3;[11, 31, 37];[11, 31, 37]
42424543;139138072;32;2;2;2;[32, 44];[32, 44]
42424543;139138072;33;1;3;3;[13, 33, 39];[13, 33, 39]
42424543;139138072;34;2;2;2;[8, 34];[8, 34]
42424543;139138072;35;1;2;2;[9, 35];[9, 35]
42424543;139138072;36;2;4;4;[10, 22, 36, 48];[10, 22, 36, 48]
42424543;139138072;37;1;3;3;[11, 31, 37];[11, 31, 37]
42424543;139138072;38;2;2;2;[38, 50];[38, 50]
42424543;139138072;39;1;3;3;[13, 33, 39];[13, 33, 39]
42424543;139138072;40;2;2;2;[14, 40];[14, 40]
42424543;139138072;41;1;2;2;[15, 41];[15, 41]
42424543;139138072;42;2;4;4;[4, 16, 30, 42];[4, 16, 30, 42]
42424543;139138072;43;1;4;4;[17, 23, 43, 49];[17, 23, 43, 49]
42424543;139138072;44;2;2;2;[32, 44];[32, 44]
42424543;139138072;45;1;4;4;[19, 25, 45, 51];[19, 25, 45, 51]
42424543;139138072;46;2;2;2;[20, 46];[20, 46]
42424543;139138072;48;2;4;4;[10, 22, 36, 48];[10, 22, 36, 48]
42424543;139138072;49;1;4;4;[17, 23, 43, 49];[17, 23, 43, 49]
42424543;139138072;50;2;2;2;[38, 50];[38, 50]
42424543;139138072;51;1;4;4;[19, 25, 45, 51];[19, 25, 45, 51]
42424543;139138072;52;2;2;2;[26, 52];[26, 52]
42424543;139176101;4;2;4;0;[4, 16, 30, 42];[]
42424543;139176101;8;2;2;0;[8, 34];[]
42424543;139176101;9;1;2;0;[9, 35];[]
42424543;139176101;10;2;4;0;[10, 22, 36, 48];[]
42424543;139176101;11;1;3;0;[11, 31, 37];[]
42424543;139176101;13;1;3;0;[13, 33, 39];[]
42424543;139176101;14;2;2;0;[14, 40];[]
42424543;139176101;15;1;2;0;[15, 41];[]
42424543;139176101;16;2;4;0;[4, 16, 30, 42];[]
42424543;139176101;17;1;4;0;[17, 23, 43, 49];[]
42424543;139176101;19;1;4;0;[19, 25, 45, 51];[]
42424543;139176101;20;2;2;0;[20, 46];[]
42424543;139176101;22;2;4;0;[10, 22, 36, 48];[]
42424543;139176101;23;1;4;0;[17, 23, 43, 49];[]
42424543;139176101;25;1;4;0;[19, 25, 45, 51];[]
42424543;139176101;26;2;2;0;[26, 52];[]
42424543;139176101;30;2;4;0;[4, 16, 30, 42];[]
42424543;139176101;31;1;3;0;[11, 31, 37];[]
42424543;139176101;32;2;2;0;[32, 44];[]
42424543;139176101;33;1;3;0;[13, 33, 39];[]
42424543;139176101;34;2;2;0;[8, 34];[]
42424543;139176101;35;1;2;0;[9, 35];[]
42424543;139176101;36;2;4;0;[10, 22, 36, 48];[]
42424543;139176101;37;1;3;0;[11, 31, 37];[]
42424543;139176101;38;2;2;0;[38, 50];[]
42424543;139176101;39;1;3;0;[13, 33, 39];[]
42424543;139176101;40;2;2;0;[14, 40];[]
42424543;139176101;41;1;2;0;[15, 41];[]
42424543;139176101;42;2;4;0;[4, 16, 30, 42];[]
42424543;139176101;43;1;4;0;[17, 23, 43, 49];[]
42424543;139176101;44;2;2;0;[32, 44];[]
42424543;139176101;45;1;4;0;[19, 25, 45, 51];[]
42424543;139176101;46;2;2;0;[20, 46];[]
42424543;139176101;48;2;4;0;[10, 22, 36, 48];[]
42424543;139176101;49;1;4;0;[17, 23, 43, 49];[]
42424543;139176101;50;2;2;0;[38, 50];[]
42424543;139176101;51;1;4;0;[19, 25, 45, 51];[]
42424543;139176101;52;2;2;0;[26, 52];[]
42908061;141084541;4;2;0;2;[];[4, 8]
42908061;141084664;4;2;1;2;[4];[4, 8]
42908061;141084664;8;2;1;2;[4];[4, 8]
42908061;141086264;4;2;2;0;[4, 8];[]
42908061;141086264;8;2;2;0;[4, 8];[]
43054688;141675777;3;1;0;2;[];[3, 7]
43054688;141677911;3;1;1;2;[3];[3, 7]
43054688;141677911;7;1;1;2;[3];[3, 7]
43054688;146840153;3;1;2;0;[3, 7];[]
43054688;146840153;7;1;2;0;[3, 7];[]
44247118;148165896;3;1;0;2;[];[3, 7]
4491727;9482090;3;1;0;2;[];[3, 7]
4491727;9482090;7;1;0;2;[];[3, 7]
4491727;9482613;3;1;2;0;[3, 7];[]
4491727;9482613;7;1;2;0;[3, 7];[]
5205542;11097618;2;1;0;2;[];[2, 6]
5205542;11097688;2;1;1;2;[2];[2, 6]
5205542;11097688;6;1;1;2;[2];[2, 6]
5205542;41432248;2;1;2;0;[2, 6];[]
5205542;41432248;6;1;2;0;[2, 6];[]
5781278;12451214;4;2;0;2;[];[4, 10]
5781278;12451214;10;2;0;2;[];[4, 10]
5781278;12451406;4;2;2;2;[4, 10];[4, 10]
5781278;12451406;10;2;2;2;[4, 10];[4, 10]
5781278;146861987;4;2;2;0;[4, 10];[]
5781278;146861987;10;2;2;0;[4, 10];[]
6346740;13796092;3;1;0;2;[];[3, 9]
6346740;13796092;8;2;0;3;[];[8, 10, 12]
6346740;13796092;9;1;0;2;[];[3, 9]
6346740;13796092;10;2;0;3;[];[8, 10, 12]
6346740;13796092;12;2;0;3;[];[8, 10, 12]
6346740;13804601;3;1;2;0;[3, 9];[]
6346740;13804601;5;1;2;0;[5, 11];[]
6346740;13804601;8;2;3;0;[8, 10, 12];[]
6346740;13804601;9;1;2;0;[3, 9];[]
6346740;13804601;10;2;3;0;[8, 10, 12];[]
6346740;13804601;12;2;3;0;[8, 10, 12];[]
6697059;14631823;5;1;0;2;[];[5, 9]
7043225;15473278;2;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;4;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;6;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;8;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;10;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;12;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;14;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;16;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;18;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;20;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;22;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;24;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;26;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;28;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;30;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;32;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;34;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;36;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;38;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;40;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;42;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;44;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;46;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;48;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;50;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;52;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;54;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;56;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;58;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;60;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;62;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;64;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;66;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;68;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;70;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;72;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;74;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;76;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;78;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;80;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;82;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;84;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;86;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;88;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;90;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
7043225;15473278;92;2;0;52;[];[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]
