Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
79812257;27488215;2441442;2;67f6e497-f4f8-4530-97b2-0625e90cd4c2;2014-12-15 16:06:45.0;"Try this&#xD;&#xA;&#xD;&#xA;    $locations = [&#xD;&#xA;        ['Bondi Beach', -33.890542, 151.274856, 4],&#xD;&#xA;        ['Coogee Beach', -33.923036, 151.259052, 5],&#xD;&#xA;        ['Cronulla Beach', -34.028249, 151.157507, 3],&#xD;&#xA;        ['Manly Beach', -33.80010128657071, 151.28747820854187, 2],&#xD;&#xA;        ['Maroubra Beach', -33.950198, 151.259302, 1]&#xD;&#xA;    ];&#xD;&#xA;&#xD;&#xA;If you use older versions of PHP:&#xD;&#xA;&#xD;&#xA;    $locations = array(&#xD;&#xA;        array('Bondi Beach', -33.890542, 151.274856, 4),&#xD;&#xA;        array('Coogee Beach', -33.923036, 151.259052, 5),&#xD;&#xA;        array('Cronulla Beach', -34.028249, 151.157507, 3),&#xD;&#xA;        array('Manly Beach', -33.80010128657071, 151.28747820854187, 2),&#xD;&#xA;        array('Maroubra Beach', -33.950198, 151.259302, 1)&#xD;&#xA;    );";;
79813023;27488215;2441442;5;519bbad8-cb18-40bf-a5aa-f13cb411917f;2014-12-15 16:18:17.0;"Try this if you are using `PHP >= 5.4` (credits to <a href=""http://stackoverflow.com/users/2539720/putvande"">putvande</a> for pointing out the specific version)&#xD;&#xA;&#xD;&#xA;    $locations = [&#xD;&#xA;        ['Bondi Beach', -33.890542, 151.274856, 4],&#xD;&#xA;        ['Coogee Beach', -33.923036, 151.259052, 5],&#xD;&#xA;        ['Cronulla Beach', -34.028249, 151.157507, 3],&#xD;&#xA;        ['Manly Beach', -33.80010128657071, 151.28747820854187, 2],&#xD;&#xA;        ['Maroubra Beach', -33.950198, 151.259302, 1]&#xD;&#xA;    ];&#xD;&#xA;&#xD;&#xA;If you use older versions of PHP:&#xD;&#xA;&#xD;&#xA;    $locations = array(&#xD;&#xA;        array('Bondi Beach', -33.890542, 151.274856, 4),&#xD;&#xA;        array('Coogee Beach', -33.923036, 151.259052, 5),&#xD;&#xA;        array('Cronulla Beach', -34.028249, 151.157507, 3),&#xD;&#xA;        array('Manly Beach', -33.80010128657071, 151.28747820854187, 2),&#xD;&#xA;        array('Maroubra Beach', -33.950198, 151.259302, 1)&#xD;&#xA;    );";;added 152 characters in body
79815965;27488215;2441442;5;bfa8e472-ca60-4e54-b7fd-ac57a295e831;2014-12-15 17:00:07.0;"Try this if you are using `PHP >= 5.4` (credits to <a href=""http://stackoverflow.com/users/2539720/putvande"">putvande</a> for pointing out the specific version)&#xD;&#xA;&#xD;&#xA;    $locations = [&#xD;&#xA;        ['Bondi Beach', -33.890542, 151.274856, 4],&#xD;&#xA;        ['Coogee Beach', -33.923036, 151.259052, 5],&#xD;&#xA;        ['Cronulla Beach', -34.028249, 151.157507, 3],&#xD;&#xA;        ['Manly Beach', -33.80010128657071, 151.28747820854187, 2],&#xD;&#xA;        ['Maroubra Beach', -33.950198, 151.259302, 1]&#xD;&#xA;    ];&#xD;&#xA;&#xD;&#xA;If you use older versions of PHP:&#xD;&#xA;&#xD;&#xA;    $locations = array(&#xD;&#xA;        array('Bondi Beach', -33.890542, 151.274856, 4),&#xD;&#xA;        array('Coogee Beach', -33.923036, 151.259052, 5),&#xD;&#xA;        array('Cronulla Beach', -34.028249, 151.157507, 3),&#xD;&#xA;        array('Manly Beach', -33.80010128657071, 151.28747820854187, 2),&#xD;&#xA;        array('Maroubra Beach', -33.950198, 151.259302, 1)&#xD;&#xA;    );&#xD;&#xA;&#xD;&#xA;**Your additional Question from Comments**&#xD;&#xA;&#xD;&#xA;As commented, in future ask a new Question, because the format of this side is, one Question, different Soltution to it.&#xD;&#xA;&#xD;&#xA;> Works.... I want to pass this array to javascript function parameter,&#xD;&#xA;> how can i be able to achieve that?&#xD;&#xA;&#xD;&#xA;I have answered a simmilar Question <a href=""http://stackoverflow.com/a/24088245/2441442"">here</a>, basicly you `echo` the Javascript the same way, you would with HTML&#xD;&#xA;&#xD;&#xA;    echo ""var locations = [&#xD;&#xA;        ['Bondi Beach', -33.890542, 151.274856, 4],&#xD;&#xA;        ['Coogee Beach', -33.923036, 151.259052, 5],&#xD;&#xA;        ['Cronulla Beach', -34.028249, 151.157507, 3],&#xD;&#xA;        ['Manly Beach', -33.80010128657071, 151.28747820854187, 2],&#xD;&#xA;        ['Maroubra Beach', -33.950198, 151.259302, 1]&#xD;&#xA;    ];"";";;added 413 characters in body
79816353;27488215;2441442;5;1ebb5d88-9b57-4ecd-9366-24ae056aa84c;2014-12-15 17:06:35.0;"Try this if you are using `PHP >= 5.4` (credits to <a href=""http://stackoverflow.com/users/2539720/putvande"">putvande</a> for pointing out the specific version)&#xD;&#xA;&#xD;&#xA;    $locations = [&#xD;&#xA;        ['Bondi Beach', -33.890542, 151.274856, 4],&#xD;&#xA;        ['Coogee Beach', $sampleVar, 151.259052, 5],&#xD;&#xA;        ['Cronulla Beach', -34.028249, 151.157507, 3],&#xD;&#xA;        ['Manly Beach', -33.80010128657071, 151.28747820854187, 2],&#xD;&#xA;        ['$sampleVar', -33.950198, 151.259302, 1]&#xD;&#xA;    ];&#xD;&#xA;&#xD;&#xA;If you use older versions of PHP:&#xD;&#xA;&#xD;&#xA;    $locations = array(&#xD;&#xA;        array('Bondi Beach', -33.890542, 151.274856, 4),&#xD;&#xA;        array('Coogee Beach', -33.923036, 151.259052, 5),&#xD;&#xA;        array('Cronulla Beach', -34.028249, 151.157507, 3),&#xD;&#xA;        array('Manly Beach', -33.80010128657071, 151.28747820854187, 2),&#xD;&#xA;        array('Maroubra Beach', -33.950198, 151.259302, 1)&#xD;&#xA;    );&#xD;&#xA;&#xD;&#xA;**Your additional Question from Comments**&#xD;&#xA;&#xD;&#xA;As commented, in future ask a new Question, because the format of this side is, one Question, different Soltution to it.&#xD;&#xA;&#xD;&#xA;> Works.... I want to pass this array to javascript function parameter,&#xD;&#xA;> how can i be able to achieve that?&#xD;&#xA;&#xD;&#xA;I have answered a simmilar Question <a href=""http://stackoverflow.com/a/24088245/2441442"">here</a>, basicly you `echo` the Javascript the same way, you would with HTML&#xD;&#xA;&#xD;&#xA;    echo ""var locations = [&#xD;&#xA;        ['Bondi Beach', -33.890542, 151.274856, 4],&#xD;&#xA;        ['Coogee Beach', -33.923036, 151.259052, 5],&#xD;&#xA;        ['Cronulla Beach', -34.028249, 151.157507, 3],&#xD;&#xA;        ['Manly Beach', -33.80010128657071, 151.28747820854187, 2],&#xD;&#xA;        ['Maroubra Beach', -33.950198, 151.259302, 1]&#xD;&#xA;    ];"";";;deleted 4 characters in body
79816372;27488215;2441442;8;f56b3ac8-07d3-4570-bda6-3b3c6b2ab596;2014-12-15 17:06:54.0;"Try this if you are using `PHP >= 5.4` (credits to <a href=""http://stackoverflow.com/users/2539720/putvande"">putvande</a> for pointing out the specific version)&#xD;&#xA;&#xD;&#xA;    $locations = [&#xD;&#xA;        ['Bondi Beach', -33.890542, 151.274856, 4],&#xD;&#xA;        ['Coogee Beach', -33.923036, 151.259052, 5],&#xD;&#xA;        ['Cronulla Beach', -34.028249, 151.157507, 3],&#xD;&#xA;        ['Manly Beach', -33.80010128657071, 151.28747820854187, 2],&#xD;&#xA;        ['Maroubra Beach', -33.950198, 151.259302, 1]&#xD;&#xA;    ];&#xD;&#xA;&#xD;&#xA;If you use older versions of PHP:&#xD;&#xA;&#xD;&#xA;    $locations = array(&#xD;&#xA;        array('Bondi Beach', -33.890542, 151.274856, 4),&#xD;&#xA;        array('Coogee Beach', -33.923036, 151.259052, 5),&#xD;&#xA;        array('Cronulla Beach', -34.028249, 151.157507, 3),&#xD;&#xA;        array('Manly Beach', -33.80010128657071, 151.28747820854187, 2),&#xD;&#xA;        array('Maroubra Beach', -33.950198, 151.259302, 1)&#xD;&#xA;    );&#xD;&#xA;&#xD;&#xA;**Your additional Question from Comments**&#xD;&#xA;&#xD;&#xA;As commented, in future ask a new Question, because the format of this side is, one Question, different Soltution to it.&#xD;&#xA;&#xD;&#xA;> Works.... I want to pass this array to javascript function parameter,&#xD;&#xA;> how can i be able to achieve that?&#xD;&#xA;&#xD;&#xA;I have answered a simmilar Question <a href=""http://stackoverflow.com/a/24088245/2441442"">here</a>, basicly you `echo` the Javascript the same way, you would with HTML&#xD;&#xA;&#xD;&#xA;    echo ""var locations = [&#xD;&#xA;        ['Bondi Beach', -33.890542, 151.274856, 4],&#xD;&#xA;        ['Coogee Beach', -33.923036, 151.259052, 5],&#xD;&#xA;        ['Cronulla Beach', -34.028249, 151.157507, 3],&#xD;&#xA;        ['Manly Beach', -33.80010128657071, 151.28747820854187, 2],&#xD;&#xA;        ['Maroubra Beach', -33.950198, 151.259302, 1]&#xD;&#xA;    ];"";";;Rollback to [bfa8e472-ca60-4e54-b7fd-ac57a295e831]
79816420;27488215;2441442;5;94fc2c5e-554a-430e-ae20-74c1718e188d;2014-12-15 17:07:41.0;"Try this if you are using `PHP >= 5.4` (credits to <a href=""http://stackoverflow.com/users/2539720/putvande"">putvande</a> for pointing out the specific version)&#xD;&#xA;&#xD;&#xA;    $locations = [&#xD;&#xA;        ['Bondi Beach', -33.890542, 151.274856, 4],&#xD;&#xA;        ['Coogee Beach', -33.923036, 151.259052, 5],&#xD;&#xA;        ['Cronulla Beach', -34.028249, 151.157507, 3],&#xD;&#xA;        ['Manly Beach', -33.80010128657071, 151.28747820854187, 2],&#xD;&#xA;        ['Maroubra Beach', -33.950198, 151.259302, 1]&#xD;&#xA;    ];&#xD;&#xA;&#xD;&#xA;If you use older versions of PHP:&#xD;&#xA;&#xD;&#xA;    $locations = array(&#xD;&#xA;        array('Bondi Beach', -33.890542, 151.274856, 4),&#xD;&#xA;        array('Coogee Beach', -33.923036, 151.259052, 5),&#xD;&#xA;        array('Cronulla Beach', -34.028249, 151.157507, 3),&#xD;&#xA;        array('Manly Beach', -33.80010128657071, 151.28747820854187, 2),&#xD;&#xA;        array('Maroubra Beach', -33.950198, 151.259302, 1)&#xD;&#xA;    );&#xD;&#xA;&#xD;&#xA;**Your additional Question from Comments**&#xD;&#xA;&#xD;&#xA;As commented, in future ask a new Question, because the format of this side is, one Question, different Soltution to it.&#xD;&#xA;&#xD;&#xA;> Works.... I want to pass this array to javascript function parameter,&#xD;&#xA;> how can i be able to achieve that?&#xD;&#xA;&#xD;&#xA;I have answered a simmilar Question <a href=""http://stackoverflow.com/a/24088245/2441442"">here</a>, basicly you `echo` the Javascript the same way, you would with HTML&#xD;&#xA;&#xD;&#xA;    echo ""var locations = [&#xD;&#xA;        ['$sampleVar1', $sampleVar2, $sampleVar3, $sampleVar4],&#xD;&#xA;        ['Coogee Beach', -33.923036, 151.259052, 5],&#xD;&#xA;        ['Cronulla Beach', -34.028249, 151.157507, 3],&#xD;&#xA;        ['Manly Beach', -33.80010128657071, 151.28747820854187, 2],&#xD;&#xA;        ['Maroubra Beach', -33.950198, 151.259302, 1]&#xD;&#xA;    ];"";";;added 12 characters in body
147345031;27488215;-1;5;3ef8eef5-154c-4b9f-ab90-51d009e4c976;2017-05-23 12:20:33.0;"Try this if you are using `PHP >= 5.4` (credits to <a href=""https://stackoverflow.com/users/2539720/putvande"">putvande</a> for pointing out the specific version)&#xD;&#xA;&#xD;&#xA;    $locations = [&#xD;&#xA;        ['Bondi Beach', -33.890542, 151.274856, 4],&#xD;&#xA;        ['Coogee Beach', -33.923036, 151.259052, 5],&#xD;&#xA;        ['Cronulla Beach', -34.028249, 151.157507, 3],&#xD;&#xA;        ['Manly Beach', -33.80010128657071, 151.28747820854187, 2],&#xD;&#xA;        ['Maroubra Beach', -33.950198, 151.259302, 1]&#xD;&#xA;    ];&#xD;&#xA;&#xD;&#xA;If you use older versions of PHP:&#xD;&#xA;&#xD;&#xA;    $locations = array(&#xD;&#xA;        array('Bondi Beach', -33.890542, 151.274856, 4),&#xD;&#xA;        array('Coogee Beach', -33.923036, 151.259052, 5),&#xD;&#xA;        array('Cronulla Beach', -34.028249, 151.157507, 3),&#xD;&#xA;        array('Manly Beach', -33.80010128657071, 151.28747820854187, 2),&#xD;&#xA;        array('Maroubra Beach', -33.950198, 151.259302, 1)&#xD;&#xA;    );&#xD;&#xA;&#xD;&#xA;**Your additional Question from Comments**&#xD;&#xA;&#xD;&#xA;As commented, in future ask a new Question, because the format of this side is, one Question, different Soltution to it.&#xD;&#xA;&#xD;&#xA;> Works.... I want to pass this array to javascript function parameter,&#xD;&#xA;> how can i be able to achieve that?&#xD;&#xA;&#xD;&#xA;I have answered a simmilar Question <a href=""https://stackoverflow.com/a/24088245/2441442"">here</a>, basicly you `echo` the Javascript the same way, you would with HTML&#xD;&#xA;&#xD;&#xA;    echo ""var locations = [&#xD;&#xA;        ['$sampleVar1', $sampleVar2, $sampleVar3, $sampleVar4],&#xD;&#xA;        ['Coogee Beach', -33.923036, 151.259052, 5],&#xD;&#xA;        ['Cronulla Beach', -34.028249, 151.157507, 3],&#xD;&#xA;        ['Manly Beach', -33.80010128657071, 151.28747820854187, 2],&#xD;&#xA;        ['Maroubra Beach', -33.950198, 151.259302, 1]&#xD;&#xA;    ];"";";;replaced http://stackoverflow.com/ with https://stackoverflow.com/
