Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
5884453;2857307;238071;2;dca0461a-589c-458b-a978-1d956a65a14f;2010-05-18 12:43:25.0;"   cname = managedQuery(People.CONTENT_URI, null, null, null, null);
   String[] from = new String[] {People.NAME};
  int[] to = new int[] { R.id.text_view };
          SimpleCursorAdapter adapter = new SimpleCursorAdapter(this,R.layout.contactlist,cname,from,to);
          lv = (ListView)findViewById(R.id.list_view);
          lv.setAdapter(adapter);
          
          if (cname.moveToFirst()) {
              String name = cname.getString(cname.getColumnIndexOrThrow(People.NAME));
              System.out.println(""@@@@@ name"" + name);
          }
 if (cname.moveToFirst()) {
            String name = cname.getString(cname.getColumnIndexOrThrow(People.NAME));
            System.out.println(""@@@@@ name"" + name);
        }";;
13447336;2857307;180538;5;5b000650-c4a5-4d50-9db3-0dfeef294305;2011-06-01 11:07:58.0;"    cname = managedQuery(People.CONTENT_URI, null, null, null, null);
    String[] from = new String[] {People.NAME};
    int[] to = new int[] { R.id.text_view };
          SimpleCursorAdapter adapter = new SimpleCursorAdapter(this,R.layout.contactlist,cname,from,to);
          lv = (ListView)findViewById(R.id.list_view);
          lv.setAdapter(adapter);
          
          if (cname.moveToFirst()) {
              String name = cname.getString(cname.getColumnIndexOrThrow(People.NAME));
              System.out.println(""@@@@@ name"" + name);
          }
        if (cname.moveToFirst()) {
            String name = cname.getString(cname.getColumnIndexOrThrow(People.NAME));
            System.out.println(""@@@@@ name"" + name);
        }";;added 11 characters in body
