Id;PostHistoryTypeId;PostId;RevisionGUID;CreationDate;UserId;UserDisplayName;Comment;Text
98716755;2;32342082;46778fc5-5d84-4e0a-9ee4-8f8b4141dac6;2015-09-01 22:50:41;2645917;;;"Want retrieve information how channels in image used.&#xD;&#xA;```Magick::Image magickimage;&#xD;&#xA;...&#xD;&#xA;int channels = MagickCore::GetImageChannels(magickimage.image());&#xD;&#xA;qDebug()<<channels;&#xD;&#xA;```&#xD;&#xA;`result: 0`&#xD;&#xA;&#xD;&#xA;What wrong ?"
98716756;1;32342082;46778fc5-5d84-4e0a-9ee4-8f8b4141dac6;2015-09-01 22:50:41;2645917;;;ImageMagick C++ API get channels of image
98716757;3;32342082;46778fc5-5d84-4e0a-9ee4-8f8b4141dac6;2015-09-01 22:50:41;2645917;;;<c++><api><imagemagick>
98717129;5;32342082;92b926d2-5898-4eee-9dcf-0ca3ed92698e;2015-09-01 22:59:08;162698;;added 43 characters in body;"I want to retrieve information about how channels in an image are used.&#xD;&#xA;```Magick::Image magickimage;&#xD;&#xA;...&#xD;&#xA;int channels = MagickCore::GetImageChannels(magickimage.image());&#xD;&#xA;qDebug()<<channels;&#xD;&#xA;```&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;But the return is `result: 0`&#xD;&#xA;&#xD;&#xA;What is wrong ?"
98717208;5;32342082;8ef1be52-8d59-4128-9761-64acf3e4c8b9;2015-09-01 23:01:44;2645917;;added 2 characters in body;"I want to retrieve information about how channels in an image are used.&#xD;&#xA;&#xD;&#xA;```Magick::Image magickimage;&#xD;&#xA;...&#xD;&#xA;int channels = MagickCore::GetImageChannels(magickimage.image());&#xD;&#xA;qDebug()<<""result:""<<channels;&#xD;&#xA;```&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;But the return is `result: 0`&#xD;&#xA;&#xD;&#xA;What is wrong ?"
98721700;5;32342082;e8df942a-800d-49b1-8a3a-9c579e4774c9;2015-09-02 01:28:40;438117;;updated codeblock;"I want to retrieve information about how channels in an image are used.&#xD;&#xA;&#xD;&#xA;    Magick::Image magickimage;&#xD;&#xA;    ...&#xD;&#xA;    int channels = MagickCore::GetImageChannels(magickimage.image());&#xD;&#xA;    qDebug()<<""result:""<<channels;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;But the return is `result: 0`&#xD;&#xA;&#xD;&#xA;What is wrong ?"
98803336;5;32342082;237e2f67-42b2-4bb9-b3cc-de0ff813816c;2015-09-02 23:40:11;2645917;;added 934 characters in body;"I want to retrieve information about how channels in an image are used.&#xD;&#xA;	&#xD;&#xA;```QString ImageMagick::test(){&#xD;&#xA;    qDebug()<<""magickimage test"";&#xD;&#xA;    Magick::Image magickimage;&#xD;&#xA;    try {&#xD;&#xA;        magickimage.read(qUtf8Printable(""poster383x357.jpg""));&#xD;&#xA;    }&#xD;&#xA;    catch (Magick::Warning &error_ ) {&#xD;&#xA;        qDebug()<<QString(""Warning %1"").arg(error_.what());&#xD;&#xA;        return """";&#xD;&#xA;    }&#xD;&#xA;    catch (Magick::Error &error_ ) {&#xD;&#xA;        qDebug()<<QString(""Error %1"").arg(error_.what());&#xD;&#xA;        return """";&#xD;&#xA;    }&#xD;&#xA;    //qDebug()<<""magickimage geometry:""<<magickimage.geometry().width()<<magickimage.geometry().width();&#xD;&#xA;    if (magickimage.isValid()){&#xD;&#xA;        qDebug()<<""magickimage w x h:""<<magickimage.columns()<<magickimage.rows();&#xD;&#xA;        qDebug()<<""magickimage depth""<<magickimage.depth();&#xD;&#xA;        int channels = (int)MagickCore::GetImageChannels(magickimage.image());&#xD;&#xA;        qDebug()<<""magickimage channels:""<<channels;&#xD;&#xA;    }&#xD;&#xA;    return """";&#xD;&#xA;}```&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;But the return is :&#xD;&#xA;&#xD;&#xA;```magickimage test&#xD;&#xA;magickimage w x h: 383 357&#xD;&#xA;magickimage depth 8&#xD;&#xA;channels: 0```&#xD;&#xA;&#xD;&#xA;I know that image (`poster383x357.jpg`) have 24 bits per pixel  24/8=3 channels.&#xD;&#xA;Answer must be `channels: 3`.&#xD;&#xA;&#xD;&#xA;What is wrong in code?"
98803541;5;32342082;9e2ebfc8-a27a-459d-a84b-4632ca703895;2015-09-02 23:46:03;2645917;;deleted 106 characters in body;"I want to retrieve information about how channels in an image are used.&#xD;&#xA;	&#xD;&#xA;```QString ImageMagick::test(){&#xD;&#xA;    qDebug()<<""magickimage test"";&#xD;&#xA;    Magick::Image magickimage;&#xD;&#xA;    try {&#xD;&#xA;        magickimage.read(qUtf8Printable(""poster383x357.jpg""));&#xD;&#xA;    }&#xD;&#xA;    catch (Magick::Warning &error_ ) {&#xD;&#xA;        qDebug()<<QString(""Warning %1"").arg(error_.what());&#xD;&#xA;        return """";&#xD;&#xA;    }&#xD;&#xA;    catch (Magick::Error &error_ ) {&#xD;&#xA;        qDebug()<<QString(""Error %1"").arg(error_.what());&#xD;&#xA;        return """";&#xD;&#xA;    }&#xD;&#xA;    if (magickimage.isValid()){&#xD;&#xA;        qDebug()<<""magickimage w x h:""<<magickimage.columns()<<magickimage.rows();&#xD;&#xA;        qDebug()<<""magickimage depth""<<magickimage.depth();&#xD;&#xA;        int channels = (int)MagickCore::GetImageChannels(magickimage.image());&#xD;&#xA;        qDebug()<<""magickimage channels:""<<channels;&#xD;&#xA;    }&#xD;&#xA;    return """";&#xD;&#xA;}```&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;But the return is :&#xD;&#xA;&#xD;&#xA;```magickimage test&#xD;&#xA;magickimage w x h: 383 357&#xD;&#xA;magickimage depth 8&#xD;&#xA;channels: 0```&#xD;&#xA;&#xD;&#xA;I know that image (`poster383x357.jpg`) have 24 bits per pixel  24/8=3 channels.&#xD;&#xA;Answer must be `channels: 3`.&#xD;&#xA;&#xD;&#xA;What is wrong in code?"
98804157;5;32342082;56fbe973-30e0-4f3a-a280-158d5322dbe2;2015-09-03 00:04:41;2645917;;added 51 characters in body;"I want to retrieve information about how channels in an image are used.&#xD;&#xA;Used library ImageMagick version 6.9.1, Qt5, C++.&#xD;&#xA;	&#xD;&#xA;```QString ImageMagick::test(){&#xD;&#xA;    qDebug()<<""magickimage test"";&#xD;&#xA;    Magick::Image magickimage;&#xD;&#xA;    try {&#xD;&#xA;        magickimage.read(qUtf8Printable(""poster383x357.jpg""));&#xD;&#xA;    }&#xD;&#xA;    catch (Magick::Warning &error_ ) {&#xD;&#xA;        qDebug()<<QString(""Warning %1"").arg(error_.what());&#xD;&#xA;        return """";&#xD;&#xA;    }&#xD;&#xA;    catch (Magick::Error &error_ ) {&#xD;&#xA;        qDebug()<<QString(""Error %1"").arg(error_.what());&#xD;&#xA;        return """";&#xD;&#xA;    }&#xD;&#xA;    if (magickimage.isValid()){&#xD;&#xA;        qDebug()<<""magickimage w x h:""<<magickimage.columns()<<magickimage.rows();&#xD;&#xA;        qDebug()<<""magickimage depth""<<magickimage.depth();&#xD;&#xA;        int channels = (int)MagickCore::GetImageChannels(magickimage.image());&#xD;&#xA;        qDebug()<<""magickimage channels:""<<channels;&#xD;&#xA;    }&#xD;&#xA;    return """";&#xD;&#xA;}```&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;But the return is :&#xD;&#xA;&#xD;&#xA;```magickimage test&#xD;&#xA;magickimage w x h: 383 357&#xD;&#xA;magickimage depth 8&#xD;&#xA;channels: 0```&#xD;&#xA;&#xD;&#xA;I know that image (`poster383x357.jpg`) have 24 bits per pixel  24/8=3 channels.&#xD;&#xA;Answer must be `channels: 3`.&#xD;&#xA;&#xD;&#xA;What is wrong in code?"
98966750;5;32342082;4bafe689-47df-4a7f-9edf-122146346989;2015-09-05 00:13:23;1002260;;added 61 characters in body;"I want to retrieve information about how channels in an image are used.&#xD;&#xA;Used library ImageMagick version 6.9.1, Qt5, C++.&#xD;&#xA;	&#xD;&#xA;    QString ImageMagick::test(){&#xD;&#xA;        qDebug()<<""magickimage test"";&#xD;&#xA;        Magick::Image magickimage;&#xD;&#xA;        try {&#xD;&#xA;            magickimage.read(qUtf8Printable(""poster383x357.jpg""));&#xD;&#xA;        }&#xD;&#xA;        catch (Magick::Warning &error_ ) {&#xD;&#xA;            qDebug()<<QString(""Warning %1"").arg(error_.what());&#xD;&#xA;            return """";&#xD;&#xA;        }&#xD;&#xA;        catch (Magick::Error &error_ ) {&#xD;&#xA;            qDebug()<<QString(""Error %1"").arg(error_.what());&#xD;&#xA;            return """";&#xD;&#xA;        }&#xD;&#xA;        if (magickimage.isValid()){&#xD;&#xA;            qDebug()<<""magickimage w x h:""<<magickimage.columns()<<magickimage.rows();&#xD;&#xA;            qDebug()<<""magickimage depth""<<magickimage.depth();&#xD;&#xA;            int channels = (int)MagickCore::GetImageChannels(magickimage.image());&#xD;&#xA;            qDebug()<<""magickimage channels:""<<channels;&#xD;&#xA;        }&#xD;&#xA;        return """";&#xD;&#xA;    }&#xD;&#xA;&#xD;&#xA;But the return is:&#xD;&#xA;&#xD;&#xA;    magickimage test&#xD;&#xA;    magickimage w x h: 383 357&#xD;&#xA;    magickimage depth 8&#xD;&#xA;    channels: 0&#xD;&#xA;&#xD;&#xA;I know that image (`poster383x357.jpg`) have 24 bits per pixel  24/8=3 channels.&#xD;&#xA;Answer must be `channels: 3`."
