Id;PostId;Score;Text;CreationDate;UserDisplayName;UserId
62304497;37397655;1;http://stackoverflow.com/questions/1732348/regex-match-open-tags-except-xhtml-self-contained-tags/1732454#1732454;2016-05-23 18:24:16;;1068470
