Sample;Metric;Threshold;PostId;PostHistoryId;RuntimeText;TruePositivesText;TrueNegativesText;FalsePositivesText;FalseNegativesText;RuntimeCode;TruePositivesCode;TrueNegativesCode;FalsePositivesCode;FalseNegativesCode
TestManager;winnowingTwoGramOverlapNormalized;0.3;22037280;147248795;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;58996741;6;0;0;0;0;0;0;0;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;58997388;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;59004094;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;59078493;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;60329723;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;69262919;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;147248795;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;58996741;6;0;0;0;0;0;0;0;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;58997388;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;59004094;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;59078493;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;60329723;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;69262919;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;147248795;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;58996741;6;0;0;0;0;0;0;0;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;58997388;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;59004094;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;59078493;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;60329723;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;69262919;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;147248795;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;58996741;31;0;0;0;0;1;0;0;0;0
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;58997388;31;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;59004094;31;2;6;0;1;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;59078493;31;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;60329723;31;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;69262919;31;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;147248795;31;3;6;0;0;1;2;2;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;58996741;17;0;0;0;0;1;0;0;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;58997388;17;3;6;0;0;1;2;2;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;59004094;17;2;6;0;1;1;2;2;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;59078493;17;3;6;0;0;1;2;2;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;60329723;17;3;6;0;0;1;2;2;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;69262919;17;3;6;0;0;1;2;2;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;147248795;17;3;6;0;0;1;2;2;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;58996741;15;0;0;0;0;0;0;0;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;58997388;15;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;59004094;15;2;6;0;1;0;2;2;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;59078493;15;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;60329723;15;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;69262919;15;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;147248795;15;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;58996741;9;0;0;0;0;0;0;0;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;58997388;9;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;59004094;9;2;6;0;1;0;2;2;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;59078493;9;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;60329723;9;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;69262919;9;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;147248795;9;3;6;0;0;0;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequenceNormalized;0.3;22037280;58996741;26;0;0;0;0;1;0;0;0;0
