Id;PostHistoryTypeId;PostId;RevisionGUID;CreationDate;UserId;UserDisplayName;Comment;Text
97239080;2;31965641;91f586b3-29eb-4e15-a1c1-e9ee55c77e80;2015-08-12 12:44:55;902383;;;"first create threshold factory,&#xD;&#xA;&#xD;&#xA;    static enum ThresholdsFactory {&#xD;&#xA;    		&#xD;&#xA;    		&#xD;&#xA;    		week(new WeekThreshold()), month(new MonthThreshold())/* etc */;&#xD;&#xA;    &#xD;&#xA;    		static private Map<String,ThresholdsFactory> lookup = new HashMap<String, ThresholdsFactory>();&#xD;&#xA;    		static{&#xD;&#xA;    			for(ThresholdsFactory val :  ThresholdsFactory.values()){&#xD;&#xA;    			lookup.put(val.name(), val);&#xD;&#xA;    			}&#xD;&#xA;    		}&#xD;&#xA;    		&#xD;&#xA;    		public AbstractThreshold threshold;&#xD;&#xA;    &#xD;&#xA;    		public static ThresholdsFactory find(String name){&#xD;&#xA;    			return lookup.get(name);&#xD;&#xA;    		}&#xD;&#xA;    		&#xD;&#xA;    		ThresholdsFactory(AbstractThreshold th) {&#xD;&#xA;    			threshold = th;&#xD;&#xA;    		&#xD;&#xA;&#xD;&#xA;}&#xD;&#xA;	}&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;now all what you need to do is&#xD;&#xA;&#xD;&#xA;    AbstractThreshold th = ThresholdsFactory.find(ar[4]);&#xD;&#xA;    &#xD;&#xA;    if (th!=null){&#xD;&#xA;        firstTime = unparsedDate.format(th.getStartDate().getTime());&#xD;&#xA;        secondTime = unparsedDate.format(th.getEndDate().getTime());&#xD;&#xA;    }"
