Sample;Metric;Threshold;PostId;PostHistoryId;RuntimeText;TruePositivesText;TrueNegativesText;FalsePositivesText;FalseNegativesText;RuntimeCode;TruePositivesCode;TrueNegativesCode;FalsePositivesCode;FalseNegativesCode
TestManager;winnowingThreeGramDiceNormalized;0.3;22037280;58997388;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramDiceNormalized;0.3;22037280;59004094;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramDiceNormalized;0.3;22037280;59078493;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramDiceNormalized;0.3;22037280;60329723;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramDiceNormalized;0.3;22037280;69262919;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramDiceNormalized;0.3;22037280;147248795;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramDiceNormalized;0.3;22037280;58996741;7;0;0;0;0;1;0;0;0;0
TestManager;winnowingFourGramDiceNormalized;0.3;22037280;58997388;7;3;6;0;0;1;2;2;0;0
TestManager;winnowingFourGramDiceNormalized;0.3;22037280;59004094;7;3;6;0;0;1;2;2;0;0
TestManager;winnowingFourGramDiceNormalized;0.3;22037280;59078493;7;2;6;0;1;1;2;2;0;0
TestManager;winnowingFourGramDiceNormalized;0.3;22037280;60329723;7;3;6;0;0;1;2;2;0;0
TestManager;winnowingFourGramDiceNormalized;0.3;22037280;69262919;7;3;6;0;0;1;2;2;0;0
TestManager;winnowingFourGramDiceNormalized;0.3;22037280;147248795;7;3;6;0;0;1;2;2;0;0
TestManager;winnowingFiveGramDiceNormalized;0.3;22037280;58996741;8;0;0;0;0;0;0;0;0;0
TestManager;winnowingFiveGramDiceNormalized;0.3;22037280;58997388;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramDiceNormalized;0.3;22037280;59004094;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramDiceNormalized;0.3;22037280;59078493;8;2;6;0;1;0;2;2;0;0
TestManager;winnowingFiveGramDiceNormalized;0.3;22037280;60329723;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramDiceNormalized;0.3;22037280;69262919;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramDiceNormalized;0.3;22037280;147248795;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingTwoGramOverlap;0.3;22037280;58996741;8;0;0;0;0;0;0;0;0;0
TestManager;winnowingTwoGramOverlap;0.3;22037280;58997388;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingTwoGramOverlap;0.3;22037280;59004094;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingTwoGramOverlap;0.3;22037280;59078493;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingTwoGramOverlap;0.3;22037280;60329723;8;2;6;0;1;0;2;2;0;0
TestManager;winnowingTwoGramOverlap;0.3;22037280;69262919;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingTwoGramOverlap;0.3;22037280;147248795;8;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlap;0.3;22037280;58996741;6;0;0;0;0;0;0;0;0;0
TestManager;winnowingThreeGramOverlap;0.3;22037280;58997388;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlap;0.3;22037280;59004094;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlap;0.3;22037280;59078493;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlap;0.3;22037280;60329723;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlap;0.3;22037280;69262919;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlap;0.3;22037280;147248795;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlap;0.3;22037280;58996741;5;0;0;0;0;0;0;0;0;0
TestManager;winnowingFourGramOverlap;0.3;22037280;58997388;5;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlap;0.3;22037280;59004094;5;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlap;0.3;22037280;59078493;5;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlap;0.3;22037280;60329723;5;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlap;0.3;22037280;69262919;5;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlap;0.3;22037280;147248795;5;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlap;0.3;22037280;58996741;5;0;0;0;0;0;0;0;0;0
TestManager;winnowingFiveGramOverlap;0.3;22037280;58997388;5;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlap;0.3;22037280;59004094;5;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlap;0.3;22037280;59078493;5;2;6;0;1;0;2;2;0;0
TestManager;winnowingFiveGramOverlap;0.3;22037280;60329723;5;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlap;0.3;22037280;69262919;5;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlap;0.3;22037280;147248795;5;3;6;0;0;0;2;2;0;0
TestManager;winnowingTwoGramOverlapNormalized;0.3;22037280;58996741;7;0;0;0;0;1;0;0;0;0
TestManager;winnowingTwoGramOverlapNormalized;0.3;22037280;58997388;7;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramOverlapNormalized;0.3;22037280;59004094;7;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramOverlapNormalized;0.3;22037280;59078493;7;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramOverlapNormalized;0.3;22037280;60329723;7;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramOverlapNormalized;0.3;22037280;69262919;7;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramOverlapNormalized;0.3;22037280;147248795;7;3;6;0;0;1;2;2;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;58996741;7;0;0;0;0;0;0;0;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;58997388;7;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;59004094;7;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;59078493;7;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;60329723;7;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;69262919;7;3;6;0;0;0;2;2;0;0
TestManager;winnowingThreeGramOverlapNormalized;0.3;22037280;147248795;7;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;58996741;6;0;0;0;0;0;0;0;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;58997388;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;59004094;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;59078493;6;2;6;0;1;0;2;2;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;60329723;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;69262919;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramOverlapNormalized;0.3;22037280;147248795;6;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;58996741;7;0;0;0;0;0;0;0;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;58997388;7;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;59004094;7;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;59078493;7;2;6;0;1;0;2;2;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;60329723;7;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;69262919;7;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramOverlapNormalized;0.3;22037280;147248795;7;3;6;0;0;0;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;58996741;37;0;0;0;0;1;0;0;0;0
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;58997388;37;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;59004094;37;2;6;0;1;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;59078493;37;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;60329723;37;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;69262919;37;3;6;0;0;1;2;2;0;0
